Country,1990_Spend,1991_Spend,1992_Spend,1993_Spend,1994_Spend,1995_Spend,1996_Spend,1997_Spend,1998_Spend,1999_Spend,2000_Spend,2001_Spend,2002_Spend,2003_Spend,2004_Spend,2005_Spend,2006_Spend,2007_Spend,2008_Spend,2009_Spend,2010_Spend,2011_Spend,2012_Spend,2013_Spend,2014_Spend,2015_Spend,2016_Spend,2017_Spend
Gambia,3464911.1119999997,3996271.673,3501687.892,2556388.668,2316899.696,2886551.708,3929706.231,4176388.6980000003,4049572.023,3519056.437,3323532.172,2454230.2,2259285.664,1997861.937,1931395.5,2985085.0730000003,2786319.244,4547026.14,17163533.46,7095299.575,,,11173079.86,10378890.69,14599956.87,14288131.91,,
Guinea-Bissau,,,,,2016728.765,2211919.911,1897743.657,1817811.122,2900235.9510000004,,9531360.608,6183163.515,6363093.768999999,7505161.734,,12116374.83,,,,13744583.7,17129808.17,17519804.35,24491750.68,21710792.65,21470829.16,17036943.11,,
Equatorial Guinea,,,,,2379301.339,3447875.1789999995,,,,,,,,,,,,196314371.7,292754658.8,371927587.9,,,,,166540254.6,,18233154.2,
Greece,3193376484.0,3146899035.0,3623052915.0,3364413330.0,3587244914.0,4179913247.0,4613167577.0,4573516492.0,4824257169.0,5012285642.0,4564522446.0,4428103552.0,4734177215.0,5035585542.0,6267468787.0,7028428593.0,7607186182.0,8533090258.0,10574138499.0,10641348183.0,8163619387.0,7128608267.0,5914988423.0,5655183036.0,5531285909.0,4818121326.0,4963484464.0,5093788906.0
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,132196105.0,119310860.5,153753024.3,144445075.4,153011545.4,158348657.5,141370462.9,132112832.6,139804367.7,123754165.2,157848092.8,196765577.5,158368119.3,178771794.0,114893349.3,104467679.9,130546929.2,135925872.8,166494048.3,147410544.1,169798840.1,197433150.7,224366543.6,249757853.4,245672981.8,252455480.6,290912704.0,275014798.5
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,3589328.49,2031374.3730000001,3625349.994,4436526.473999999,5485552.101,5691560.614,5558340.16,,,,12585649.29,14371052.9,16652243.46,16345330.57,22132238.74,18506566.6,19176973.64,24971954.12,30520593.42,31055650.89,31075055.49,32416747.54,33542606.6,35163485.79,39280999.18,46447838.13,51562130.82,59724939.47
High income,609000000000.0,597000000000.0,624000000000.0,598000000000.0,597000000000.0,610000000000.0,599000000000.0,589000000000.0,580000000000.0,590000000000.0,601000000000.0,605000000000.0,663000000000.0,772000000000.0,864000000000.0,920000000000.0,962000000000.0,1040000000000.0,1150000000000.0,1190000000000.0,1230000000000.0,1280000000000.0,1250000000000.0,1210000000000.0,1190000000000.0,1110000000000.0,1100000000000.0,1130000000000.0
Hong Kong ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,67120949.03,47398089.41,,40592869.13,,,,,,,52462396.89,62951976.58,63602176.06,82195176.79,60561786.64,62589274.81,75595918.54,95924340.17,132428400.6,156802557.3,170186979.7,200358405.9,212341274.3,294917779.4,314071900.2,356259475.5,363272338.5,398460128.4
Heavily indebted poor countries (HIPC),4757702034.0,3522538191.0,2145332027.0,2547853573.0,1621355698.0,1473607055.0,1700180261.0,1814603452.0,2278128552.0,2871721142.0,2824352742.0,2323662526.0,2386117156.0,2847407505.0,3943927941.0,4041915987.0,4885281803.0,6301159293.0,8176416377.0,7913543890.0,5201216707.0,5455659990.0,5521179381.0,6953091870.0,7576601060.0,8755786302.0,9948137357.0,11747528682.0
Croatia,,,782003661.3,1168936759.0,1625222365.0,2060388930.0,1938698897.0,1797184681.0,1427264827.0,1035949008.0,659775033.3,629464103.8,733680739.1,709399147.2,730867004.5,799160901.2,849431034.7,978853732.1,1295957074.0,1129098496.0,1015876654.0,1106464042.0,955320163.6,956952644.1,906625906.4,753544947.7,702005705.9,784300763.1
Haiti,2670400.0,2623227.387,1743605.937,1649639.3059999999,1599966.755,2478871.1890000002,,,,,,,,,,,,,,,,,,51595.847480000004,53511.5951,73562.29689,64514.31661,73613.49246000001
Hungary,847389246.9,722549153.4,812017967.2,735860385.6,757131989.3,612184817.1,585271901.8,695972460.9,618464380.0,702942491.1,715857664.8,845055673.8,1079154824.0,1401561253.0,1532612234.0,1596087843.0,1410071771.0,1776464117.0,1867877499.0,1475818169.0,1350820413.0,1472069832.0,1322277703.0,1280050962.0,1209801890.0,1132476292.0,1288676093.0,1463013911.0
IBRD only,81709930609.0,77877892586.0,83955769232.0,80391622669.0,90397052354.0,102000000000.0,111000000000.0,119000000000.0,109000000000.0,110000000000.0,117000000000.0,125000000000.0,124000000000.0,137000000000.0,160000000000.0,190000000000.0,223000000000.0,272000000000.0,332000000000.0,348000000000.0,394000000000.0,447000000000.0,485000000000.0,527000000000.0,539000000000.0,515000000000.0,516000000000.0,546000000000.0
IDA & IBRD total,93938160188.0,90710770377.0,96442934058.0,92660929773.0,104000000000.0,115000000000.0,125000000000.0,133000000000.0,124000000000.0,126000000000.0,135000000000.0,144000000000.0,145000000000.0,172000000000.0,202000000000.0,236000000000.0,238000000000.0,289000000000.0,353000000000.0,369000000000.0,414000000000.0,470000000000.0,509000000000.0,552000000000.0,567000000000.0,543000000000.0,545000000000.0,579000000000.0
IDA total,12228229579.0,12832877791.0,12487164825.0,12269307104.0,13400385127.0,12973835679.0,13641580654.0,13854110924.0,15320739052.0,16481845527.0,18102789374.0,18150306601.0,21206317620.0,35044160179.0,42284982129.0,46067154114.0,15170684125.0,17693939865.0,20821720367.0,21156723247.0,20511532537.0,23226317552.0,24500032997.0,25813478517.0,28166101581.0,28737879245.0,29446536226.0,32865877910.0
IDA blend,4029966723.0,4252949464.0,4449943588.0,4348579781.0,4323737259.0,5075528754.0,5153635973.0,5113438814.0,5091142989.0,4471037340.0,4193815244.0,4225019905.0,5408171402.0,5182392181.0,5744299549.0,6164172574.0,6831454770.0,7499182929.0,8207457327.0,7911145924.0,9462065394.0,10797708537.0,11658703265.0,12376257007.0,13636959928.0,13436097590.0,14161500781.0,15484267604.0
Indonesia,1613975396.0,1697029205.0,1887635966.0,1933304585.0,2239731575.0,2478753541.0,2874845238.0,3231358571.0,972702125.1,1135147005.0,1129542840.0,919022697.8,1369857129.0,2134746704.0,2428947795.0,2146270791.0,2611875117.0,3348758342.0,3232202215.0,3304459138.0,4663365759.0,5838026186.0,6531097955.0,8384028601.0,6929255301.0,7639095193.0,7385408685.0,8178144377.0
IDA only,8198262856.0,8579928327.0,8037221237.0,7920727323.0,9076647869.0,7898306924.0,8487944681.0,8740672110.0,10229596063.0,12010808187.0,13908974129.0,13925286696.0,15798146219.0,29861767998.0,36540682580.0,39902981540.0,8339229355.0,10194756936.0,12614263041.0,13245577323.0,11049467142.0,12428609015.0,12841329732.0,13437221510.0,14529141653.0,15301781655.0,15285035445.0,17381610306.0
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,10537035450.0,8622473881.0,8083231410.0,8253542581.0,8880551226.0,9754464630.0,9904672736.0,11464883390.0,11920610818.0,13895562461.0,14287514241.0,14600642346.0,14749667252.0,16333986643.0,20238566527.0,23072312925.0,23951927958.0,28254773450.0,33002376727.0,38722154392.0,46090445657.0,49633815794.0,47216920048.0,47403528801.0,50914108341.0,51295483754.0,56637622641.0,64559435281.0
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,594006010.4,624932658.1,674035044.5,597723765.6,633699379.1,702039703.1,750987245.8,765305513.3,742402153.2,741508607.8,694674774.3,767778364.4,811255940.9,965199981.0,1101860647.0,1144978361.0,1190379117.0,1372225370.0,1582890834.0,1415725373.0,1274228688.0,1300331547.0,1157531730.0,1195763444.0,1192733691.0,997005656.0,1001610418.0,1025063447.0
Iran,16474401698.0,17549594830.0,19732558015.0,1448177703.0,1703171536.0,2501544190.0,3550986964.0,4642384616.0,5479362942.0,6650285144.0,8327053824.0,10378791766.0,3243891033.0,3717068450.0,5243621133.0,6796744965.0,8751474767.0,9330901882.0,11081950209.0,12584623339.0,13561272454.0,14277667361.0,16493963287.0,11997186984.0,9901105170.0,10588769671.0,12263957415.0,13931196490.0
Iraq,,,,,,,,,,,,,,,613724869.6,1120278533.0,1236081013.0,1989948747.0,3116304020.0,3237179487.0,3752905983.0,4278632479.0,4141066054.0,7780188679.0,6921269719.0,9604231011.0,5970383698.0,7416385135.0
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel,7375654517.0,10548894781.0,8262053674.0,8758471677.0,8780366219.0,8976693112.0,9601957420.0,9693753398.0,9145784898.0,8645271101.0,9407761463.0,9607416508.0,10090890495.0,10827490776.0,11127065294.0,10919173621.0,11558970817.0,12128941564.0,14191949919.0,14030376087.0,14605298604.0,16343210462.0,15567095862.0,17319707976.0,18485829607.0,16969432086.0,14783814748.0,15581608422.0
Italy,20734625579.0,21585706772.0,22177090390.0,18242013901.0,18062459082.0,17185853004.0,20793128832.0,20156102258.0,20825125352.0,21016456910.0,19878720932.0,19519381482.0,21610059762.0,26824213292.0,30261076655.0,29737642392.0,29633022263.0,31982431792.0,36839989746.0,34054481324.0,32020819951.0,33828804971.0,29781008205.0,29957445905.0,27701034335.0,22180845070.0,25033027895.0,26447892915.0
Jamaica,38609944.56,31891976.66,47192327.63,44542579.54,34218503.95,35298829.61,41791263.91,54854608.88,47640218.88,45131071.75,43566232.49,46374382.29,56898147.1,54845871.82,54533132.23,59329776.32,72645523.01,83511942.1,130699170.7,114808331.8,115571396.0,133638559.8,137635505.7,128431323.0,121309728.7,123854135.7,137649061.8,143545555.4
Jordan,322429005.4,433271745.1,367745484.8,391137488.4,407863026.7,299838515.5,417489421.7,444287729.2,496473906.9,511988716.5,529337094.5,528926645.6,521861777.2,611847672.8,586741890.0,603667136.8,701551481.0,1032440056.0,1358383580.0,1568309859.0,1557887324.0,1594788732.0,1472816901.0,1444929577.0,1548873239.0,1614929577.0,1768309859.0,1939718310.0
Japan,28800451682.0,32785415754.0,35999123576.0,41353936222.0,45285594083.0,49961673237.0,44047104680.0,40634840608.0,37849012643.0,43122898505.0,45509673827.0,40757967234.0,39333708170.0,42486177361.0,45339809415.0,44300613330.0,41552592886.0,40530045688.0,46361468280.0,51465158208.0,54655450735.0,60762213841.0,60011530195.0,49023932407.0,46881244398.0,42106103306.0,46471287714.0,45387031802.0
Kazakhstan,,,,,106926893.0,177686628.4,241771205.9,236752278.4,242646223.1,143905357.1,143527541.1,221486206.5,245956719.4,317564315.1,426441724.6,591985249.8,793027147.5,1359776099.0,1540810813.0,1271890276.0,1501815344.0,1803970782.0,2177543205.0,2551124375.0,2306464574.0,2046197674.0,1281103432.0,1390619095.0
Kenya,246456438.6,191908506.3,156036602.0,105704527.3,117331482.6,149096438.3,170804816.3,175834896.9,171964013.3,151917777.4,165584735.2,195365005.5,213894508.0,245938663.8,259807840.7,316799485.4,375807203.2,494684896.7,580011940.7,578071672.4,622049847.8,646678106.7,840072590.0,860560896.1,819044152.8,843667802.8,933103002.5,1015384782.0
Kyrgyz Republic,,,,,12086953.61,26712568.96,28276956.35,31158797.7,26092304.3,23133179.47,25794155.81,22212067.21,25933378.39,32603112.03,37238358.12,39718288.7,47207036.73,50909587.1,61124321.93,67213747.35,77237992.31,86423386.41,107529842.9,119000613.9,127970989.4,117003250.6,115645311.8,121515805.4
Cambodia,29090909.09,43294683.66,62293735.89,44626255.11,107258619.0,123101153.5,113563610.9,103419601.2,83323986.09,88172003.48,81025841.31,70846940.89,65182716.1,67525224.43,69218798.63,70959071.47,75881313.59,79015425.88,82630723.43,136589738.0,167857928.0,192159418.5,217305727.7,243470109.9,277969040.2,325188062.3,382100547.3,463810835.2
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,10110714871.0,10956524348.0,11614665196.0,12377424873.0,13519265763.0,16085095679.0,16408665267.0,14848484530.0,10457957529.0,12095186824.0,13801107024.0,12941850828.0,14101703315.0,15847047272.0,17829864143.0,22159512557.0,25177237741.0,27726129585.0,26072410508.0,24575661939.0,28175181219.0,30991707946.0,31951760810.0,34311220715.0,37552328673.0,36570769323.0,36885283430.0,39170682136.0
Kuwait,8961536461.0,12924377966.0,6316012045.0,2980065532.0,3296055513.0,3692435533.0,3241385529.0,2454268845.0,2282153592.0,2286352512.0,2697075596.0,2685735278.0,2821521878.0,3130746413.0,3450118765.0,3509417808.0,3597816498.0,4115736734.0,4430342077.0,4208871206.0,4335204653.0,5393526319.0,5941536637.0,5698067233.0,5832249789.0,5735132890.0,6446742131.0,6764636914.0
Latin America & Caribbean (excluding high income),17073779191.0,14750811029.0,14226357404.0,17608028615.0,22325610610.0,26329171002.0,27178576184.0,26714279647.0,27620119225.0,22959280744.0,24873119144.0,25206483035.0,21023619765.0,20101932877.0,22403098611.0,29666459214.0,34644278970.0,42603001222.0,51655265419.0,51998870537.0,63790081089.0,68134901723.0,70059255297.0,73071684914.0,68350285983.0,55881150304.0,51394411288.0,58961249514.0
Lao PDR,,,102292611.3,107643979.1,116105380.4,103704532.2,78445466.01,67064556.58,33350210.56,15382947.39,13717664.6,12574570.78,11435617.47,11013340.9,11496967.52,11965988.44,13410565.06,14838865.54,16267888.96,13973614.53,15356402.95,19009820.6,20327157.66,22677720.33,,,,
Lebanon,214361038.7,229469731.0,442786331.1,452979280.6,637473438.6,746264054.1,735631013.6,678164279.5,693871897.5,829663624.8,930016583.7,958540630.2,907462686.6,923383084.6,954560530.7,962520729.7,1008955224.0,1152238806.0,1169485904.0,1426202322.0,1585406302.0,1626533997.0,1757213930.0,1935718241.0,2270065960.0,2239416094.0,2606456908.0,2441074857.0
Liberia,,25000000.0,22650000.0,30450000.0,39300000.0,,,,,,,,,,3182000.0,8025000.0,3925000.0,3486000.0,3907000.0,7193000.0,8458000.0,13271000.0,15179000.0,15111500.0,14531000.0,14799000.0,14712000.0,15334000.0
Libya,,,,,,,,1251990817.0,1443621758.0,1153487088.0,1085534665.0,819747993.6,452513614.8,541401766.5,685073220.1,690930769.3,614356296.2,639137046.2,1100068652.0,,,,2987413408.0,3964690154.0,3755658598.0,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,18506705838.0,16136078538.0,15840980993.0,19435846807.0,24367305566.0,28777630396.0,29759534033.0,29528188544.0,30409740756.0,25688301446.0,27532548546.0,27636535011.0,23166928086.0,22473180208.0,25445610599.0,33211927448.0,39007996193.0,47166275173.0,57003945383.0,56616671844.0,69582884749.0,74792568030.0,76618759857.0,79857824789.0,74676451839.0,61683936829.0,57394922539.0,65699744992.0
Least developed countries: UN classification,6922861758.0,6414673956.0,5604466163.0,7970652235.0,7846287479.0,7051869116.0,7426692379.0,7931035215.0,9171404927.0,11825299097.0,13412647197.0,13134510345.0,14930347450.0,28628087747.0,35464835200.0,39356935033.0,8369069848.0,9990916189.0,13266382205.0,13501377111.0,11305349563.0,12509127535.0,15731297507.0,18302443940.0,19906143977.0,17422462570.0,16643525773.0,19055527699.0
Low income,4066569140.0,5253958939.0,5336677614.0,4448313848.0,4887794790.0,2631841409.0,2454383388.0,2598557911.0,3013250737.0,3453587483.0,3126229876.0,2953611630.0,3213299032.0,3815431227.0,3860272952.0,4049073476.0,4729003607.0,5559950895.0,6825231069.0,7195358575.0,7823522817.0,8805148285.0,5860738119.0,6688642867.0,7256044740.0,5136273177.0,4245294990.0,4462964171.0
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,187023405.7,277389023.8,326765473.6,354785171.2,437032405.1,763663963.7,767105591.7,698792770.9,733435634.7,631014150.1,822127365.6,675016502.0,571657950.2,541695589.6,619305492.4,644211825.1,791491040.7,1054816810.0,1511363007.0,1522232372.0,1532026109.0,1751910641.0,1474902628.0,1600841410.0,1914586604.0,2057866407.0,1741456650.0,1866534439.0
Lower middle income,27386541648.0,23295405395.0,22523778670.0,24672938990.0,26577764671.0,29526705201.0,31676877443.0,34367484674.0,32527300195.0,35714399546.0,37499733440.0,38279091447.0,41942683536.0,58827531776.0,70775667060.0,78865393320.0,50747297712.0,60218700097.0,70399779120.0,75408145407.0,84432259346.0,91713851372.0,96248712722.0,102000000000.0,108000000000.0,108000000000.0,114000000000.0,125000000000.0
Low & middle income,90949656624.0,87586945341.0,92143871855.0,87527846564.0,97866709786.0,108000000000.0,117000000000.0,125000000000.0,116000000000.0,119000000000.0,129000000000.0,137000000000.0,138000000000.0,165000000000.0,193000000000.0,226000000000.0,226000000000.0,275000000000.0,337000000000.0,356000000000.0,399000000000.0,453000000000.0,493000000000.0,535000000000.0,550000000000.0,527000000000.0,530000000000.0,561000000000.0
Lesotho,24165932.32,22308171.45,24237292.3,22140684.39,25853328.83,34373285.47,28347308.31,28700335.94,27807021.35,34078186.69,30555503.52,23390729.43,19559896.4,27363759.54,31386955.1,33619893.92,35224579.31,39834671.56,27350681.86,47399768.93,70661037.37,58169320.75,53240145.82,47941183.17,47693200.77,44025926.25,41489543.36,52594810.37
Late-demographic dividend,42954504524.0,45047160932.0,39692846226.0,47327909224.0,56919616142.0,65635807706.0,72631284904.0,77227970616.0,68157663357.0,65103608699.0,72454981731.0,81471834061.0,87725204683.0,96784019566.0,112000000000.0,133000000000.0,158000000000.0,196000000000.0,244000000000.0,258000000000.0,291000000000.0,335000000000.0,369000000000.0,405000000000.0,422000000000.0,380000000000.0,383000000000.0,400000000000.0
Lithuania,,,,20769763.77,21062271.38,30453612.5,42260000.0,75611000.0,138175000.0,106450000.0,140400000.0,166875000.0,181481441.2,210822413.2,270841799.8,303819006.4,351605788.8,442004493.3,541390194.6,404826028.7,326320918.7,344605215.4,328631681.6,354862149.7,426900271.7,471221026.9,635448102.4,812108700.0
Luxembourg,96691368.64,107736089.1,123217456.2,108089199.8,126000012.1,142256814.9,141495421.6,134075768.0,143139739.1,140758789.2,128192371.5,160284919.2,153404545.7,198637975.5,234676202.7,243744714.7,247133192.2,286051368.8,236720167.1,222959826.9,274135432.5,256962415.8,237503049.8,258655906.2,279019013.1,276145059.3,260729679.6,357671613.7
Latvia,,,,17691507.97,33900348.04,43560331.06,38154934.56,37988313.15,42180166.5,56568626.39,69990683.36,86966741.1,147224840.2,189144251.4,229353322.5,272551115.8,367825490.4,481492627.1,581752272.9,363809251.1,259672124.2,296834929.2,255740342.6,283568932.7,295728965.3,282688255.5,406859305.4,509390110.7
Macao ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,1069720492.0,1148445710.0,1228526553.0,1251786538.0,1365250019.0,1437898701.0,1447128689.0,1400949501.0,1444959716.0,1207516610.0,859151483.2,1470317615.0,1474874326.0,1819230070.0,1937523822.0,2031131381.0,2134594876.0,2408350250.0,2944958473.0,3055069442.0,3160804832.0,3342698956.0,3402700836.0,4065552317.0,4048610929.0,3268363376.0,3327031890.0,3461461531.0
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,13345789.4,15354611.16,17410750.98,10613141.68,5990984.994,5090797.96,5961865.823,6978372.204,8246742.5370000005,9378005.953,11960379.69,16449497.76,22718473.79,36845650.5,24906387.27,18335718.27,22966963.69,23870072.82,26710522.13,27565618.85,23051814.59,29656360.86,30629080.99
Madagascar,37948124.18,34707087.44,23102633.36,37830790.82,27580945.67,27170664.12,49442905.51,52544736.69,50446576.25,45036442.92,47210934.61,65037565.45,57743396.83,72517018.89,54471710.03,54018162.48,53914017.64,81936943.67,103271539.5,70985221.42,56922892.89,71989808.01,68636017.8,71877874.49,69676703.34,58932847.76,59394995.92,66906090.19
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,59165538527.0,67750094771.0,60608956583.0,39549495272.0,39669119298.0,38022961315.0,39528143259.0,49712003964.0,53691356725.0,51751592609.0,57875656700.0,62343664234.0,53693332985.0,56740345495.0,63679210614.0,71185956483.0,79907305177.0,92654272932.0,108000000000.0,115000000000.0,126000000000.0,139000000000.0,154000000000.0,172000000000.0,183000000000.0,163000000000.0,136000000000.0,144000000000.0
Mexico,1327241698.0,1599507028.0,2000064622.0,2327305641.0,2888815805.0,1712924668.0,2063965155.0,2394152398.0,2480943604.0,2908141919.0,3323124172.0,3540226539.0,3479509029.0,3245342478.0,3129009392.0,3621523413.0,4082501468.0,4779835655.0,4939665939.0,4855514856.0,5897198481.0,6471388439.0,6978776719.0,7837613530.0,8663381606.0,7739521462.0,6019769275.0,5781437375.0
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,86883087484.0,82332986401.0,86807194242.0,83079532716.0,92978914996.0,105000000000.0,115000000000.0,123000000000.0,113000000000.0,116000000000.0,126000000000.0,134000000000.0,135000000000.0,161000000000.0,189000000000.0,222000000000.0,221000000000.0,270000000000.0,330000000000.0,348000000000.0,391000000000.0,444000000000.0,487000000000.0,529000000000.0,543000000000.0,521000000000.0,525000000000.0,557000000000.0
North Macedonia,,,,,,,130636725.9,83254172.21,78991291.13,66236920.45,69828947.91,226303002.3,106309576.7,115827201.7,135256294.8,127003654.4,126008876.7,162567237.1,172658158.9,158716661.5,130021469.1,132461994.8,119410402.5,126506348.7,124185105.7,99983659.56,101492863.4,111826544.2
Mali,52155069.51,,,44497338.99,29898866.18,40468959.11,39683160.27,40262546.07,41020286.4,43852596.8,43681247.68,44881650.23,49355225.63,66758430.83,77420331.83,86450742.04,96004895.87,110376888.0,142919351.1,144434608.4,146786545.7,161062674.6,148865779.9,153833697.7,218118382.3,309170682.2,362398902.2,458709424.7
Malta,21152027.67,21744818.12,26692690.81,24637705.57,27870262.14,31144859.96,33296174.82,31142214.89,29081268.41,27986620.66,25353948.05,27119323.11,28403690.8,34125502.0,40526469.19,52498963.32,44434425.84,49263377.12,56032519.13,59110111.51,58728949.93,55893126.48,49922008.91,53789438.88,56514879.92,51796606.41,59672922.99,64235888.17
Myanmar,814025583.1,942677085.2,1370457677.0,2061809624.0,2801966892.0,3932079181.0,4675441102.0,4780529108.0,5873097951.0,6950081056.0,9030564409.0,9464417217.0,11000356816.0,24189109503.0,29853914083.0,32954262251.0,,,,,,,2969236076.0,2366989085.0,2372895303.0,2552370442.0,2455784120.0,2221961060.0
Middle East & North Africa (excluding high income),23973651073.0,25485869356.0,28847511037.0,9615943062.0,11480428475.0,10305380499.0,11552504467.0,14266542970.0,15714397096.0,16534094810.0,17969079399.0,21006532269.0,13822928320.0,14895915019.0,17799251116.0,20568797356.0,23297586768.0,26980442528.0,33267383030.0,35336902862.0,38062236170.0,43058914279.0,46439276405.0,48117797841.0,45878272261.0,44183408607.0,41653978701.0,42887738360.0
Montenegro,,,,,,,,,,,,,,,,60811819.13,62347815.51,64190474.63,85106382.98,76683387.91,75094861.9,79376663.82,67712201.3,64836243.08,67544018.04,56891427.3,61714551.61,65734886.38
Mongolia,,110838314.6,33041891.2,14057102.96,16393641.22,21281148.79,21608196.89,18692594.36,19920839.93,18021861.88,24265559.55,23124715.31,25282128.41,24333211.23,27749093.06,29797967.23,39189624.48,56561859.19,66749871.33,37633746.0,54855717.51,87157848.16,113622769.9,103464069.9,105102478.6,101705866.0,96365298.28,82755201.79
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,84598999.67,71803523.25,59605412.17,59366482.2,72864691.92,33465088.27,36037790.98,42014622.82,49264817.34,56516191.65,55361458.44,50619215.98,53509586.96,59771342.55,77630605.86,62247951.09,57439135.78,68625364.26,83709455.73,84302809.4,99189931.71,118871183.0,139100553.3,157892114.4,173752180.8,119657390.7,112203469.3,128320232.4
Mauritania,40181617.44,39440703.49,39378674.16,30155786.96,29488165.08,31987855.25,37887510.75,41599441.57,25610687.83,31959678.11,37878312.26,51852489.35,36281137.41,62449150.29,,66659636.65,81906180.19,,123323383.8,114824329.4,,,142299912.3,144215483.5,144844330.7,132931217.7,136064876.0,143769318.6
Mauritius,9183570.491,10496859.89,11427598.44,10777425.2,11853856.26,13447369.48,12973518.09,9801826.445,8456738.925,9040808.71,9360142.631000001,8977215.381000001,9502035.912,10882927.44,10935141.92,10886148.05,10814271.43,11632288.74,15580188.94,15316115.87,14874416.91,17512018.39,16662229.62,23200896.38,19743974.92,21065693.01,22958748.56,23823068.18
Malawi,24312172.03,23704121.2,25238116.38,25728062.72,17060803.08,11047717.5,20152203.02,26407487.14,14474120.37,14402979.49,11727501.44,12681914.7,14815169.79,13118825.85,21965738.58,38213561.9,31090549.5,33599605.59,44464251.4,58797381.82,49984217.91,52804842.99,46155953.69,62925520.09,49454513.58,40793415.43,35748121.99,47416537.07
Malaysia,1125007856.0,1571959986.0,1766520896.0,1923398172.0,2120597807.0,2444098387.0,2420963934.0,2089087477.0,1158657313.0,1663289474.0,1533157895.0,1934473684.0,2237894737.0,2881578947.0,2823157895.0,3120337779.0,3266197406.0,3970537327.0,4411795565.0,3964817705.0,3854285351.0,4692483660.0,4507252007.0,4915722759.0,4919244942.0,4532069852.0,4169374001.0,3494832257.0
North America,318000000000.0,292000000000.0,316000000000.0,308000000000.0,298000000000.0,288000000000.0,280000000000.0,284000000000.0,282000000000.0,289000000000.0,310000000000.0,321000000000.0,365000000000.0,425000000000.0,476000000000.0,516000000000.0,542000000000.0,574000000000.0,640000000000.0,688000000000.0,717000000000.0,733000000000.0,705000000000.0,658000000000.0,628000000000.0,614000000000.0,618000000000.0,627000000000.0
Namibia,,144767719.8,124561274.3,70155520.33,56958995.16,68236520.19,66463535.19,83659580.38,78912428.46,105765957.2,92397796.49,96757182.45,87992258.58,129449089.5,166997177.9,192072120.8,199559185.1,228174673.6,266250021.2,299516030.2,396539101.4,443591424.5,412163503.6,389958736.7,537453813.3,518231065.4,425388449.6,457882191.3
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,,,,,17471024.22,18431407.12,17398035.78,17304328.31,22035691.04,23550468.65,20084946.68,24828146.93,20660327.01,24604267.03,31611724.73,32798198.18,,,53630486.48,53000300.73,66889841.44,83947561.38,148865779.9,106064286.3,145600356.0,,166192292.3,200183930.0
Nigeria,277297783.5,243705781.0,173657679.3,289231103.9,319694489.9,639406630.6,701412878.6,818784525.3,1149684730.0,491671368.6,368644109.5,570632287.8,896913201.4,587461887.3,639990066.8,674208144.8,776148058.3,971321378.6,1615533211.0,1504486172.0,1990099669.0,2384936022.0,2316478200.0,2418760171.0,2357665891.0,2065557663.0,1723204266.0,1621218176.0
Nicaragua,1142475980.0,67668345.5,47200000.0,40210589.62,35401494.6,35119851.46,31533400.51,30270700.5,26271274.53,26927929.68,30825265.68,28193450.44,34831910.07,35307124.98,32628065.16,34123573.95,37285145.13,39472043.8,42659728.78,41721772.9,44272442.92,51453111.13,70132969.8,74532010.94,81391931.09,98932947.15,85073598.44,86725444.84
Netherlands,7420849636.0,7246192325.0,7904561273.0,7054868962.0,7137373801.0,8011539559.0,7829004728.0,6839136799.0,6836084823.0,7026433290.0,5971807629.0,6200391943.0,6728153969.0,8356338470.0,9377114724.0,9566980053.0,10217765740.0,11480377424.0,12374848940.0,12131812076.0,11220523280.0,11647934608.0,10364720787.0,10226260325.0,10332602878.0,8667849617.0,9115240932.0,9580685498.0
